C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_34_879.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_34_879.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_34_879.jpg,0,0,0,1.977273E-06
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_34_967.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_34_967.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_34_967.jpg,0,0,0,1.061288E-05
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_35_058.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_35_058.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_35_058.jpg,0,0,0,2.473843E-06
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_35_146.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_35_146.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_35_146.jpg,0,0,0,6.066374E-06
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_35_233.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_35_233.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_35_233.jpg,0,0,0,2.481533E-05
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_35_331.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_35_331.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_35_331.jpg,0,0.2752605,0,0.3062703
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_35_427.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_35_427.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_35_427.jpg,0,0.581139,0,0.9544041
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_35_511.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_35_511.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_35_511.jpg,0,0.8108717,0,1.692173
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_35_600.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_35_600.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_35_600.jpg,0,1,0,2.586293
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_35_680.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_35_680.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_35_680.jpg,-0.25,1,0,3.728447
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_35_770.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_35_770.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_35_770.jpg,-0.45,1,0,4.645541
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_35_860.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_35_860.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_35_860.jpg,0,1,0,5.787197
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_35_949.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_35_949.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_35_949.jpg,0,1,0,6.706672
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_36_040.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_36_040.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_36_040.jpg,0,1,0,7.846179
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_36_127.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_36_127.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_36_127.jpg,0,1,0,8.74982
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_36_217.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_36_217.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_36_217.jpg,-0.25,1,0,9.851753
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_36_308.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_36_308.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_36_308.jpg,-0.45,1,0,10.69234
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_36_395.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_36_395.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_36_395.jpg,0,1,0,11.64836
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_36_497.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_36_497.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_36_497.jpg,0,1,0,12.61018
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_36_574.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_36_574.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_36_574.jpg,0,1,0,13.51278
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_36_674.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_36_674.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_36_674.jpg,-0.25,1,0,14.57964
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_36_756.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_36_756.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_36_756.jpg,-0.5000001,1,0,15.54038
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_36_846.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_36_846.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_36_846.jpg,-0.7,1,0,16.2897
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_36_937.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_36_937.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_36_937.jpg,0,1,0,17.19336
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_37_026.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_37_026.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_37_026.jpg,0,1,0,17.974
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_37_119.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_37_119.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_37_119.jpg,-0.25,1,0,19.11738
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_37_208.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_37_208.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_37_208.jpg,-0.45,1,0,19.84838
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_37_300.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_37_300.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_37_300.jpg,-0.7,1,0,20.57159
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_37_392.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_37_392.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_37_392.jpg,0,1,0,21.34421
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_37_484.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_37_484.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_37_484.jpg,0,1,0,22.333
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_37_576.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_37_576.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_37_576.jpg,0,1,0,23.11695
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_37_661.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_37_661.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_37_661.jpg,0,1,0,24.08882
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_37_754.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_37_754.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_37_754.jpg,-0.2,1,0,24.84744
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_37_842.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_37_842.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_37_842.jpg,-0.45,1,0,25.69359
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_37_935.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_37_935.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_37_935.jpg,-0.6500001,1,0,26.27141
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_38_025.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_38_025.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_38_025.jpg,0,1,0,27.16081
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_38_113.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_38_113.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_38_113.jpg,0,1,0,27.90187
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_38_207.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_38_207.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_38_207.jpg,-0.25,1,0,28.81075
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_38_291.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_38_291.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_38_291.jpg,-0.45,1,0,29.44908
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_38_386.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_38_386.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_38_386.jpg,-0.7,1,0,30.10277
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_38_492.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_38_492.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_38_492.jpg,0,1,0,30.18498
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_38_571.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_38_571.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_38_571.jpg,0,1,0,30.18932
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_38_659.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_38_659.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_38_659.jpg,0,1,0,30.19024
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_38_744.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_38_744.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_38_744.jpg,0,1,0,30.19028
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_38_834.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_38_834.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_38_834.jpg,0,1,0,30.19033
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_38_923.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_38_923.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_38_923.jpg,0,1,0,30.19028
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_39_030.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_39_030.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_39_030.jpg,0,1,0,30.18993
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_39_104.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_39_104.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_39_104.jpg,0,1,0,30.19034
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_39_195.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_39_195.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_39_195.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_39_286.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_39_286.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_39_286.jpg,0.25,1,0,30.17491
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_39_375.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_39_375.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_39_375.jpg,0,1,0,30.19013
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_39_464.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_39_464.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_39_464.jpg,0,1,0,30.19022
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_39_555.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_39_555.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_39_555.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_39_642.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_39_642.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_39_642.jpg,0,1,0,30.19034
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_39_732.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_39_732.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_39_732.jpg,0,1,0,30.19028
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_39_820.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_39_820.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_39_820.jpg,-0.25,1,0,30.17467
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_39_912.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_39_912.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_39_912.jpg,-0.45,1,0,30.15137
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_40_002.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_40_002.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_40_002.jpg,0,1,0,30.18851
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_40_091.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_40_091.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_40_091.jpg,0,1,0,30.18995
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_40_179.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_40_179.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_40_179.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_40_269.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_40_269.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_40_269.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_40_360.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_40_360.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_40_360.jpg,0,1,0,30.19027
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_40_450.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_40_450.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_40_450.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_40_545.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_40_545.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_40_545.jpg,-0.25,1,0,30.17483
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_40_631.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_40_631.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_40_631.jpg,-0.45,1,0,30.1515
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_40_723.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_40_723.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_40_723.jpg,-0.7,1,0,30.12082
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_40_814.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_40_814.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_40_814.jpg,-0.9000002,1,0,30.10205
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_40_908.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_40_908.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_40_908.jpg,0,1,0,30.17893
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_41_000.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_41_000.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_41_000.jpg,0,1,0,30.18903
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_41_090.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_41_090.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_41_090.jpg,0,1,0,30.19018
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_41_184.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_41_184.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_41_184.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_41_280.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_41_280.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_41_280.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_41_376.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_41_376.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_41_376.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_41_471.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_41_471.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_41_471.jpg,0,1,0,30.19033
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_41_568.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_41_568.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_41_568.jpg,0,1,0,30.19033
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_41_667.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_41_667.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_41_667.jpg,0,1,0,30.19027
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_41_764.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_41_764.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_41_764.jpg,0,1,0,30.19034
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_41_862.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_41_862.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_41_862.jpg,0,1,0,30.19032
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_41_957.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_41_957.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_41_957.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_42_054.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_42_054.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_42_054.jpg,0,1,0,30.19031
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_42_152.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_42_152.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_42_152.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\game\IMG\center_2019_12_30_10_24_42_249.jpg,C:\Users\KIIT\Desktop\game\IMG\left_2019_12_30_10_24_42_249.jpg,C:\Users\KIIT\Desktop\game\IMG\right_2019_12_30_10_24_42_249.jpg,-0.25,1,0,30.17478
